no.,crash_year,crash_month,crash_date,crash_hour,crash_minute,crash_area,crash_country,operator,flight,crash_route_start,crash_route_mid,crash_route_end,type,registration,fuselage_number,aboard,fatalities,ground,summary,crash_reason,survived,crash_survivor,crash_opr_type,lon,lat,
5014,2004,10,14,32,56,"Halifax, Nova Scotia",Canada,MK Airlines,1602,Windsor Locks , Halifax ," Zaragoza, Spain",Boeing 747-244B-SF,9GMKJ,22170,212,220,0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.",technical_failure,0,dead,Civilian,-63.5727683,44.6475811,
5015,2004,10,15,36,46,Near Medellin,Colombia,Aerovanguardia,NA,Villavicencio , Medellin,NA,Douglas DC-3C,HK1503,34331,149,147,0,"During descent in poor weather, the cargo plane struck a mountain near the airport.",mountain_crash,2,alive,Civilian,-75.5658153,6.2476376,
5016,2004,10,16,20,0,Coron Island,Philippines,PacifiAir,NA,Coron Island , Manila,NA,Pilatus Britten-Norman BN-2A-21 Islander,RPC1325,593,102,103,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",technical_failure,0,dead,Civilian,120.2397336,11.9283293,
5017,2004,10,19,36,45,Near Kirksville,USA,Corporate Airlines (American Connection),5966,"St. Louis, MO "," Kirkville, MO",NA,Bae Jetstream 3201,N875JX,875,56,44,0,"The turboprop crashed 4 miles south of Kirksville while on approach to Kirksville Municipal Airport. The plane clipped tree tops before crashing on its belly into a wooded area. Data show the plane descending then climbing slightly in the last four seconds before impact. The plane lacked a modern terrain warning system which would have been required equipment the next year. The pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in instrument meteorological conditions, including their descent below the minimum descent altitude before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying pilots. Contributing to the accident were the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing the airport approach lights. The pilots' failure to establish and maintain a professional demeanor during the flight and their fatigue likely contributed to their degraded performance.",miscellaneous,12,alive,Civilian,-92.5832496,40.1947539,
5018,2004,10,24,21,30,"Martinsville, Virginia",USA,Private - Hendrick Motorsports Inc.,NA,"Concord, NC "," Martinsville, VA",NA,Beech 200 Super King Air,N501RH,BB-805,3,5,0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach.",miscellaneous,0,dead,Civilian,-79.8725386,36.6915262,
5019,2004,10,24,1,30,San Diego,USA,Med Flight Air Ambulance - Private,NA,"San Diego, CA "," Albuquerque, NM",NA,Learjet 35A,N30DK,35A-345,187,188,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air trafficontroller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air trafficontroller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.",mountain_crash,0,dead,Civilian,-117.1610838,32.715738,
5020,2004,11,18,18,2,Caracas,Venezuela,Venezolana,213,El Vigia , Caracas,NA,BAe 3101 Jetstream 31,YV1083C,762,107,147,0,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain.",natural_cause,0,dead,Civilian,-66.9036063,10.4805937,
5021,2004,11,21,37,20,Baotou,Mongolia,China Eastern Airlines,NA,Baotou , Shanghai,NA,Bambardier CRJ200,B3072,7697,193,196,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",miscellaneous,0,dead,Civilian,109.840313,40.657978,
5022,2004,11,28,38,55,Montrose,USA,Glow Air/Air Castle - Charter,73,"Montrose, CO "," South Bend, IN",NA,Canadair CL-601-2A12 Challenger,N873G,3009,200,147,0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",technical_failure,53,alive,Civilian,-107.8761738,38.4783198,
5023,2004,11,30,23,14,Solo,Indonesia,Lion Air,583,"Jakarta, Indonesia "," Solo, Indonesia",NA,McDonnell-Douglas MD-82,PKLMN,49189/1173,60,131,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",natural_cause,0,dead,Civilian,-95.972511,36.751663,
5024,2004,11,30,25,56,Saint Louis,USA,Grand Aire,NA,Saint Louis , Toledo,NA,HBB HFB-320 Hansa Jet,N604GA,1037,102,103,0,Shortly after taking off the plane lost altitude and crashed on Howell Island a few miles from the airport. The maintenance facility failed to properly install and inspect the elevator trim system resulting in the reversed elevator trim condition and the pilot's failure to maintain clearance with the terrain. Contributing factors included the dark night and low ceiling.,technical_failure,0,dead,Civilian,-90.1994042,38.6270025,
5025,2004,12,6,13,23,Bellevue,USA,Salmon Air - Air Taxi,NA,"Salt Lake City, UT "," Sun Valley, ID",NA,Cesna 208 Caravan,N25SA,0208B-0866,102,103,0,The aircraft crashed and burned while on approach to Runway 31 at Friedman Memorial Airport. The pilot's failure to maintain aircraft control while on approach for landing in icing conditions. Inadequate airspeed was a factor.,technical_failure,0,dead,Civilian,-122.2015159,47.6101497,
5026,2004,12,7,13,45,Near La Macarena,Colombia,SAVIARE S.A. - Air Taxi,NA,NA,NA,NA,Cessna TU206G,HK2882,NA,200,205,0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.,miscellaneous,0,dead,Civilian,-5.9891918,37.4025486,
5027,2004,12,10,2,0,El Junquito,Venezuela,Guardia Nacional de Venezuela,NA,Puerto Ayacucho , La Carlota,NA,PZL-MieleM28,GN97121,AJE001-15,66,74,0,Crashed while en route in mountainous terrain.,miscellaneous,0,dead,Civilian,-67.083176,10.4621739,
5028,2004,12,11,34,30,Uberaba,Brazil,NHR Táxi-Aéreo,NA,Sao Paulo , Uberaba,NA,Embraer EMB-110 Bandeirante,PTWAK,110071,102,103,1,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",technical_failure,0,dead,Civilian,-47.939154,-19.7473668,
5029,2004,12,11,2,0,Near Jeddah,Saudi Arabia,Airline Transport,NA,Baku , Kabul,NA,Ilyushin II-76TD,ERIBW,33448390,212,3,0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,technical_failure,209,alive,Civilian,39.1925048,21.485811,
5030,2005,1,13,34,20,Manguipayan,Colombia,Military - Colombian government,NA,NA,NA,NA,Black Hawk helicopter,NA,NA,103,105,0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.,miscellaneous,0,dead,Military,NA,NA,
5031,2005,1,13,18,20,Tura,Siberia,Tura Air Enterprise,NA,Vanavara , Tura,NA,Antonov AN-2,RA62597,1G177-44,234,248,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.,natural_cause,0,dead,Civilian,-76.8178436,41.1989667,
5032,2005,1,13,29,18,Keene,USA,AirNow,NA,"Bangor, ME "," Concord, NH",NA,Embraer EMB-110 Bandeirante,N49BA,110301,2,3,0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.",natural_cause,0,dead,Civilian,-72.2781409,42.933692,
5033,2005,1,26,12,20,Rutbah, Iraq,Military - U.S. Marines,NA,Ferrying troops,NA,NA,CH53E Sea Stallion,NA,NA,156,152,0,The helicopter crashed in rain and a sandstorm.,miscellaneous,4,alive,Military,40.2833315,33.0363903,
5034,2005,1,27,37,10,Lasi, Hungary,Farnair Hungary,NA,Bucharest ,Lasi,NA,Let 410UVP-E4,HALAR,871923,102,103,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,technical_failure,0,dead,Civilian,-73.9307209,40.6530233,
5035,2005,1,30,21,30,Near Al Taji, Iraq,Military - Royal Air Force,NA,Bagdad , Balad,NA,Lockheed Hercules C.1,XV179,4195,3,5,0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed.",miscellaneous,0,dead,Military,44.2646701,33.5312281,
5036,2005,2,3,22,0,Near Peshawar,Pakistan,Kam Air,904,Herat , Kabul,NA,Boeing B-737-200,EX037,22075/630,8,12,0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.",miscellaneous,0,dead,Civilian,71.5249154,34.0151366,
5037,2005,2,3,37,7,Near Khartoum,Sudan,Air West,NA,Sharjah , Khartoum , Nyala,Ilyushin 76TD,STEWB,23438122,212,220,0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.",technical_failure,0,dead,Civilian,32.5598994,15.5006544,
5038,2005,2,10,27,30,Lebec,USA,Action Air Express Inc. - Air Taxi,-,"Fresno, CA "," Santa Monica, CA",NA,Cessna P210N,N432AR,P21000098,102,103,0,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors.",mountain_crash,0,dead,Civilian,-118.8648189,34.8416435,
5039,2005,2,16,38,13,Near Pueblo,USA,Circuit City Stores - Charter,NA,"Richmond, VA "," Saint Louis, MO  "," Pueblo,CO ",Cessna 560 Citation V,N500AT,560-0146,223,235,0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamistall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.",miscellaneous,0,dead,Civilian,-104.6091409,38.2544472,
5040,2005,2,22,18,22,Bimin,Papua,Missionary Aviation Fellowship,NA,Tabubil , Bimin,NA,de Havilland DHC-6 Twin Otter 300,P2MFQ,174,36,103,0,While on approach to Runway 29 the aircraft crashed on a mountain.,mountain_crash,0,dead,Civilian,-79.8506226,24.6415325,
5041,2005,2,22,36,15,NA,NA,Indonesian National Police,NA,Jayapura , Sarmi,NA,CASA 212 Aviocar,NA,NA,87,61,0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.",miscellaneous,26,alive,Civilian,139.2030851,-2.4678144,
5042,2005,3,8,38,23,Chrallave,Venezuela,Air Global,NA,Maturin , Charallave,NA,Cessna 500 Citation I,YV21CP,500-0115,102,103,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.,technical_failure,0,dead,Civilian,-66.8677563,10.2110018,
5043,2005,3,15,1,15,Off Campbeltown, United Kingdom,Loganair,NA,Glasgow , Campbeltown,NA,Pilatus-Britten Norman BN-2B-26 Islander,GBOMG,2205,102,103,0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.",miscellaneous,0,dead,Civilian,-5.605374,55.424117,
5044,2005,3,16,18,57,Varandey,Russia,Regional Airlines,NA,Ufa , Usinsk , Perm ,Antonov 24,RA46489,27308107,191,141,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.",technical_failure,50,alive,Civilian,58.0688891,68.824444,
5045,2005,3,23,31,7,Off Mwanza, Tanzania,Air Transport,NA,Mwanza , Khartoum , Zagreb,Ilyushin IL-76TD,ERIBR,43454623,223,235,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",technical_failure,0,dead,Civilian,32.9174517,-2.5164305,
5046,2005,3,26,13,15,El Embrujo, Providencia Island,West Caribbean Airways,NA,Old Providence , San Andres,NA,Let-410UVP-E,HK4146,902426,45,235,0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.,miscellaneous,0,dead,Civilian,-79.3581719,43.6761466,
5047,2005,3,31,27,0,Near Rovie, Albania,Military - U.S. Air Force,NA,Training,NA,NA,Lockheed Hercules MC-130H,870127,5118,234,248,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,miscellaneous,0,dead,Military,-100.9612204,25.4627296,
5048,2005,4,12,16,10,Enarotali,Indonesia,GT Air,NA,Timika , Enarotali,NA,de Havilland Canada DHC-6 Twin Otter 100,PKLTZ,23,87,90,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,miscellaneous,0,dead,Civilian,136.3648679,-3.9264917,
5049,2005,4,20,29,15,Tehran,Iran,Saha Airline Services,NA,Krish , Teran,NA,Boeing B-707-3J9C,EPSHE,21127/915,76,147,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,technical_failure,0,dead,Civilian,51.3889736,35.6891975,
5050,2005,4,28,14,28,Pisco,Peru,Military - Fuerza Del Peru,NA,Training,NA,NA,Let 410UVP,EP830,790304,36,44,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.",miscellaneous,0,dead,Military,-82.485083,28.016133,
5051,2005,5,2,29,15,Taranaki,New Zealand,Airwork,NA,Auckland , Blenheim,NA,Swearingen SA227AC Metro III,ZKPOA,AC-551B,102,103,0,Crashed into a field while en route.,miscellaneous,0,dead,Civilian,174.4382721,-39.3538149,
5052,2005,5,5,18,30,Near Kisangani,Democratic Republic of Congo,Kisangani Airlift,NA,Bangboka , Isiro,NA,Antonov AN-26,EK26060,17311107,14,5,0,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.,miscellaneous,9,alive,Civilian,25.2007728,0.5185303,
5053,2005,5,7,14,45,"Lockhart River, Queensland",Australia,Aero-Tropics,NA,Bamaga , Lockhart River,NA,Swearingen SA-227AC Metro III,VHTFU,DC-818B,56,61,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.",mountain_crash,0,dead,Civilian,143.3430149,-12.7845471,
5054,2005,5,16,16,20,El Portezulo,Argentina,Transportes Aereos Don Carlos - Charter,NA,"Balmaceda, Argentina "," Chile Chiro, Chile",NA,Beech 65-A80 Queenaire,CCCFS,LD-220,3,5,0,The charter flight crashed a few minutes after takeoff under unkown circumstances.,technical_failure,0,dead,Civilian,-65.6355522,-28.4700004,
5055,2005,5,18,18,27,Mongu, Zambia,Military - Zambia Air Force,NA,Lusaka , Livingstone , Mongu ,Yunshuji Y-12,AF216,89,36,44,0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,military action,0,dead,Military,23.1501117,-15.2735504,
5056,2005,5,25,2,0,Walungu,Democratic Republic of Congo,Charter - Maniema Union (owner Victoria Air),NA,Goma , Kindu , Kongolo,Antonov AN-12BP,9QCVG,4342404,138,137,0,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,miscellaneous,1,alive,Civilian,28.6468977,-2.7081207,
5057,2005,6,2,14,15,Khartoom,Sudan,Marsland Aviation,430,Kartoom , El Obeid , El Fasher,Antonov AN-24B,STWAL,6991004,179,220,0,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.,technical_failure,0,dead,Civilian,32.5598994,15.5006544,
5058,2005,7,16,13,0,Baney,Equatorial Guinea,Ecuatair,NA,"Malabala, Bioko Island ", Bata,NA,Antonov AN-24B,3CVQR,79901104,201,207,0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.",miscellaneous,0,dead,Civilian,-89.0670007,42.4520235,
5059,2005,8,2,21,4,Toronto,Canada,Air France,358,"Paris, France ", Toronto Canada,NA,Airbus A-340,FGLZQ,289,155,1,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",technical_failure,154,alive,Civilian,-79.3831843,43.653226,
5060,2005,8,6,20,40,Off Palermo,Italy,Tuninter,1153,"Bari, Italy "," Djerba, Tunisia",NA,ATR-72-202,TSLBB,258,173,74,0,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar.",technical_failure,99,alive,Civilian,13.3614868,38.11569,
5061,2005,8,10,16,43,Off Talinn, Estonia,Copterline,NA,"Talinn, Estonia "," Helsinki, Finland",NA,Sikorsky S-76C,OHHCI,760508,45,52,0,"The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions.",miscellaneous,0,dead,Civilian,24.7535747,59.4369608,
5062,2005,8,14,16,20,Near Grammatikos,Greece,Helios Airways,522,"Larnaca, Cyprus "," Athens, Greece "," Prague, Czech Republic",Boeing 737-31S,5BDBY,29099/2982,27,34,0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromos, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control was left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",technical_failure,0,dead,Civilian,23.9632194,38.2031194,
5063,2005,8,16,32,30,Near La Cucharita,Venezuela,West Caribbean Airways,NA,Panama City ," Fort de France, Martinique",NA,McDonnell Douglas MD-82,HK4374X,49484/1315,67,76,0,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground.",technical_failure,0,dead,Civilian,-86.7162362,36.0458675,
5064,2005,8,23,20,6,Near Pucallpa,Peru,TANS Peru,204,Lima , Pucallpa , Iquitos,Boeing B-737-244,OB1809,22580/87,243,171,0,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport.",technical_failure,72,alive,Civilian,-74.5826166,-8.3928622,
5065,2005,9,5,36,30,Isiro,Democratic Republic of Congo,Kavatshi Airlines,NA,Beni , Isiro,NA,Antonov 26B,ERAZT,9005,14,17,0,"While on approach to Runway 31 the plane hit trees, crashed and burned.",miscellaneous,0,dead,Civilian,27.6082774,2.7722364,
5066,2005,9,5,38,40,Medan,Indonesia,Mandala Airlines,91,Medan , Jakarta,NA,Boeing 737-230,PKRIM,22136/738,22,263,44,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway.",miscellaneous,0,dead,Civilian,98.6722227,3.5951956,
5067,2005,9,9,20,45,Near Brazzaville,Democratic Republic of Congo,Air Kasai,NA,Boende , Kinshasa,NA,Antonov AN-26A,9QCFD,37312901,45,52,0,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.",natural_cause,0,dead,Civilian,15.2428853,-4.2633597,
5068,2005,9,15,19,55,Alto da Boa Vista,Brazil,Viaçao Cometa,NA,Rio de Janeiro , Jacarepagua,NA,Cessna 525 CitationJet I,PTWLX,525-0176,102,103,0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off.",miscellaneous,0,dead,Civilian,-43.2831747,-22.9717527,
5069,2005,9,16,38,0,San Juan de Manapiare,Venezuela,Wayumi Air Taxi,NA,San Juan de Manapiare , Puetro Ayacucho,NA,Cessna 207 Skywagon,YV412C,207-0508,176,169,0,"Crashed into Mount Morrocoy, 5 miles from the airport shortly after taking off. Wreckage found two days later.",miscellaneous,7,alive,Civilian,-66.0552668,5.3243627,
5070,2005,9,23,19,15,"Haena, Hawai",USA,"Heli-USA Airways, In- Air Taxi",NA,Sightseeing,NA,NA,Aerospatiale AS-350BA,N355NT,2053,200,169,0,"After avoiding another helicopter, the helicopter headed into a heavy rainstorm. After entering a turn the airspeed dropped to zero and the helicopter descended rapidly until it hit the water bounced and hit the water again. The pilot's decision to continue flight into adverse weather conditions, which resulted in a loss of control due to an encounter with a microburst. Contributing to the accident was inadequate FAA surveillance of Special Federal Aviation Regulation 71 operating restrictions. Contributing to the loss of life in the accident was the lack of helicopter flotation equipment.",natural_cause,31,alive,Civilian,-159.5796776,22.2210984,
5071,2005,10,4,2,0,Aru,Democratic Republic of Congo,Wimbi Dira Airways,NA,Kisangani , Bunia,NA,Antonov 12V,9QCWC,2400901,4,103,0,The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage. Two passengers were killed when they exited the plane and ran into the propellers which were still turning.,technical_failure,0,dead,Civilian,30.8384093,2.8590231,
5072,2005,10,6,34,40,Winnipeg,Canada,Morningstar Air Express,8060,Winnipeg ," Thunder Bay, Ontario",NA,Cessna 208B,CFEXS,208B-0542,2,3,0,"Soon after taking off the plane encountered icing conditions and the pilot tried to return to the airport but did not make it crashing into a Canadian National main railway track. In-flight icing conditions in which the aircraft's performance deteriorated until the aircraft was unable to maintain altitude. Also, the aircraft was overloaded by 288 pounds for normal weather conditions, 488 if there was icing.",natural_cause,0,dead,Civilian,-97.1383744,49.895136,
5073,2005,10,22,27,40,Lisa,Nigeria,Bellview Airlines,3210,Lagos , Abuja,NA,Boeing B-737-2L9,5NBFN,22734/818,22,28,0,The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off.,miscellaneous,0,dead,Civilian,-95.8561978,36.0339939,
5074,2005,11,19,29,30,Stupino,Russia,Ivolga Avia,NA,Voronezh , Moscow,Domodedovo,Cessna 208B Grand Caravan I,4POIN,208B-1052,223,235,0,"While descending for a landing at Domodedovo Airport in a snowstorm, the aircraft crashed into a forest 6 miles northeast of Stupino. Icing conditions were reported at the time of the accident.",technical_failure,0,dead,Civilian,38.078201,54.8868326,
5075,2005,12,6,19,15,Tehran,Iran,Military - IslamiRepubliof Iran Air Force,NA,Tehran , Bandar Abbas,NA,Lockheed C-130B Hercules,12-May,4386,239,256,14,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,technical_failure,0,dead,Military,51.3889736,35.6891975,
5076,2005,12,8,25,15,Chicago,USA,Southwest Airlines,1248,"Baltimore, Maryland "," Chicago, Illinois "," Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,7,1,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",technical_failure,6,alive,Civilian,-87.6297982,41.8781136,
